,0,1
187,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.8_kde=25.0_characters.txt,86
42,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=2.25_pft=0.8_kde=25.0_characters.txt,86
109,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,86
231,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=1.5_pft=0.3_kde=25.0_characters.txt,86
13,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.3_kde=25.0_characters.txt,86
15,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=2.25_pft=0.3_kde=25.0_characters.txt,86
140,hfm=1.5_bcm=12.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.5_kde=25.0_characters.txt,86
115,hfm=1.5_bcm=18.0_bksm=0.45_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,86
61,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,86
219,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=2.25_pft=0.5_kde=25.0_characters.txt,86
36,hfm=1.5_bcm=8.0_bksm=0.45_lscm=1.0_clem=1.5_pft=0.8_kde=25.0_characters.txt,86
166,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,86
105,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.3_kde=25.0_characters.txt,86
130,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=1.5_pft=0.3_kde=25.0_characters.txt,87
97,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=1.5_pft=0.5_kde=25.0_characters.txt,87
121,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=2.25_pft=0.3_kde=25.0_characters.txt,87
212,hfm=1.5_bcm=18.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,87
46,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,87
47,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,87
57,hfm=1.5_bcm=18.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,87
149,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=2.25_pft=0.5_kde=25.0_characters.txt,87
33,hfm=1.5_bcm=18.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.8_kde=25.0_characters.txt,87
189,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=1.5_pft=0.5_kde=25.0_characters.txt,87
8,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.3_kde=25.0_characters.txt,87
90,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=2.25_pft=0.8_kde=25.0_characters.txt,87
226,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,87
41,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.3_kde=25.0_characters.txt,88
103,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=1.5_pft=0.3_kde=25.0_characters.txt,88
217,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=1.0_pft=0.3_kde=25.0_characters.txt,88
100,hfm=1.5_bcm=12.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.3_kde=25.0_characters.txt,88
58,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.3_kde=25.0_characters.txt,88
22,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=1.5_pft=0.5_kde=25.0_characters.txt,88
142,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=1.0_pft=0.3_kde=25.0_characters.txt,88
64,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=2.25_pft=0.3_kde=25.0_characters.txt,88
158,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=1.5_pft=0.8_kde=25.0_characters.txt,89
71,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.5_kde=25.0_characters.txt,89
11,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=1.5_pft=0.8_kde=25.0_characters.txt,89
30,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,89
152,hfm=1.5_bcm=18.0_bksm=0.3_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,89
63,hfm=1.5_bcm=18.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,89
203,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,89
218,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,90
51,hfm=1.5_bcm=18.0_bksm=0.45_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,90
135,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.5_kde=25.0_characters.txt,90
195,hfm=1.5_bcm=18.0_bksm=0.45_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,90
73,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.8_kde=25.0_characters.txt,90
207,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.5_kde=25.0_characters.txt,91
84,hfm=1.5_bcm=12.0_bksm=0.45_lscm=1.0_clem=1.0_pft=0.5_kde=25.0_characters.txt,91
169,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.3_kde=25.0_characters.txt,91
201,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=1.5_pft=0.8_kde=25.0_characters.txt,91
141,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,92
232,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.3_kde=25.0_characters.txt,92
31,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.5_kde=25.0_characters.txt,92
133,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,92
240,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,93
155,hfm=1.5_bcm=18.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,93
177,hfm=1.5_bcm=18.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,93
96,hfm=1.5_bcm=18.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,93
118,hfm=1.5_bcm=18.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.8_kde=25.0_characters.txt,93
83,hfm=1.5_bcm=12.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.8_kde=25.0_characters.txt,93
26,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.3_kde=25.0_characters.txt,93
75,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.3_kde=25.0_characters.txt,93
138,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,94
112,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,94
110,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.3_kde=25.0_characters.txt,94
172,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=2.25_pft=0.8_kde=25.0_characters.txt,94
82,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,94
178,hfm=1.5_bcm=18.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.3_kde=25.0_characters.txt,94
93,hfm=1.5_bcm=18.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,94
202,hfm=1.5_bcm=18.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,95
0,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=1.5_pft=0.5_kde=25.0_characters.txt,95
242,hfm=1.5_bcm=18.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,96
153,hfm=1.5_bcm=12.0_bksm=0.3_lscm=1.0_clem=1.0_pft=0.5_kde=25.0_characters.txt,96
230,hfm=1.5_bcm=8.0_bksm=0.45_lscm=1.0_clem=1.0_pft=0.5_kde=25.0_characters.txt,96
106,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,96
162,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,96
221,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.5_kde=25.0_characters.txt,97
101,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.3_kde=25.0_characters.txt,97
62,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=2.25_pft=0.3_kde=25.0_characters.txt,98
137,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=1.5_pft=0.5_kde=25.0_characters.txt,98
88,hfm=1.5_bcm=18.0_bksm=0.3_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,98
114,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=1.0_pft=0.5_kde=25.0_characters.txt,98
222,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.3_kde=25.0_characters.txt,99
66,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.75_clem=1.0_pft=0.5_kde=25.0_characters.txt,99
154,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.3_kde=25.0_characters.txt,99
28,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=2.25_pft=0.8_kde=25.0_characters.txt,100
29,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,100
35,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=1.5_pft=0.3_kde=25.0_characters.txt,101
205,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=2.25_pft=0.5_kde=25.0_characters.txt,101
194,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,102
128,hfm=1.5_bcm=12.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.5_kde=25.0_characters.txt,102
2,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=1.0_pft=0.5_kde=25.0_characters.txt,103
60,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.8_kde=25.0_characters.txt,103
182,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=1.5_pft=0.8_kde=25.0_characters.txt,103
120,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=1.0_pft=0.3_kde=25.0_characters.txt,103
25,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.5_kde=25.0_characters.txt,103
145,hfm=1.5_bcm=12.0_bksm=0.45_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,103
241,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,103
146,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.5_kde=25.0_characters.txt,104
147,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=2.25_pft=0.3_kde=25.0_characters.txt,104
211,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,105
107,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=1.5_pft=0.5_kde=25.0_characters.txt,105
20,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,106
127,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,106
179,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,107
27,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.8_kde=25.0_characters.txt,108
53,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=1.0_pft=0.3_kde=25.0_characters.txt,108
214,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,108
45,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.3_kde=25.0_characters.txt,108
122,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,108
239,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.5_kde=25.0_characters.txt,109
124,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,110
7,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.8_kde=25.0_characters.txt,110
48,hfm=1.5_bcm=8.0_bksm=0.45_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,110
191,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.5_kde=25.0_characters.txt,110
18,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.3_kde=25.0_characters.txt,111
161,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.3_kde=25.0_characters.txt,111
23,hfm=1.5_bcm=18.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,111
95,hfm=1.5_bcm=12.0_bksm=0.3_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,112
186,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=1.5_pft=0.5_kde=25.0_characters.txt,112
180,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.3_kde=25.0_characters.txt,113
233,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.3_kde=25.0_characters.txt,113
234,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.5_kde=25.0_characters.txt,114
235,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.3_kde=25.0_characters.txt,114
164,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=1.5_pft=0.8_kde=25.0_characters.txt,114
126,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.5_kde=25.0_characters.txt,115
224,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.3_kde=25.0_characters.txt,116
39,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.8_kde=25.0_characters.txt,117
12,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,118
209,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,118
34,hfm=1.5_bcm=12.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,118
174,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,118
78,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=1.5_pft=0.8_kde=25.0_characters.txt,118
150,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=1.0_pft=0.5_kde=25.0_characters.txt,119
54,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=2.25_pft=0.8_kde=25.0_characters.txt,120
204,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.8_kde=25.0_characters.txt,120
87,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.8_kde=25.0_characters.txt,120
117,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,121
6,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=1.5_pft=0.5_kde=25.0_characters.txt,122
183,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,123
77,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.5_kde=25.0_characters.txt,123
