,0,1
104,hfm=1.5_bcm=12.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,282
9,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.5_kde=25.0_characters.txt,282
225,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.3_kde=25.0_characters.txt,282
134,hfm=1.5_bcm=12.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,282
171,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.3_kde=25.0_characters.txt,282
187,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.8_kde=25.0_characters.txt,282
52,hfm=1.5_bcm=12.0_bksm=0.2_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,282
80,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.5_kde=25.0_characters.txt,283
139,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=1.5_pft=0.8_kde=25.0_characters.txt,283
208,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.3_kde=25.0_characters.txt,284
236,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.8_kde=25.0_characters.txt,284
56,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.75_clem=2.25_pft=0.5_kde=25.0_characters.txt,284
212,hfm=1.5_bcm=18.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,285
57,hfm=1.5_bcm=18.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,285
33,hfm=1.5_bcm=18.0_bksm=0.45_lscm=1.0_clem=2.25_pft=0.8_kde=25.0_characters.txt,285
199,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,288
118,hfm=1.5_bcm=18.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.8_kde=25.0_characters.txt,288
228,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=2.25_pft=0.8_kde=25.0_characters.txt,288
50,hfm=1.5_bcm=18.0_bksm=0.2_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,288
177,hfm=1.5_bcm=18.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.5_kde=25.0_characters.txt,288
96,hfm=1.5_bcm=18.0_bksm=0.3_lscm=1.0_clem=2.25_pft=0.3_kde=25.0_characters.txt,289
168,hfm=1.5_bcm=12.0_bksm=0.45_lscm=1.0_clem=1.0_pft=0.3_kde=25.0_characters.txt,295
